"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","lat","long","sqft_living15","sqft_lot15"
"3458",345950,"6",1,1340,11198,"1.5","0","0","3","8",1340,0,81,2015,47.736,-122.295,1390,8020
"3459",207500,"4",1,1640,9750,"1","0","0","3","7",1640,0,47,2015,47.3256,-122.141,1200,9750
"3460",1075000,"5",2.5,3000,10920,"1","0","0","4","8",1550,1450,46,2015,47.5347,-122.227,2380,10920
"3461",640000,"4",1,1210,3720,"2","0","0","4","8",1210,0,85,2015,47.6317,-122.301,1560,6000
"3462",329500,"4",1,1810,13068,"1","0","0","4","7",1360,450,74,2015,47.4482,-122.462,1400,13068
"3463",460000,"5",2.75,2200,9676,"1","0","0","3","8",1500,700,36,2015,47.7713,-122.259,2120,9585
"3465",805000,"6",3,2350,6480,"2","0","3","4","7",1650,700,91,1962,47.558,-122.266,1840,7200
"3466",2e+05,"4",1.5,1090,10454,"1","0","0","3","6",1090,0,52,2015,47.3425,-122.082,1230,12196
"3467",749700,"4",1.75,2280,77972,"1","0","0","3","8",1460,820,38,2015,47.4804,-122.151,2460,14430
"3468",288000,"1",1.5,1430,1650,"3","0","0","3","7",1430,0,16,2015,47.7222,-122.29,1430,1650
"3469",535000,"3",1,1520,3360,"1","0","0","4","7",830,690,88,2015,47.6815,-122.382,1470,3774
"3470",330000,"4",2.25,1620,7150,"1","0","2","4","7",1280,340,65,2015,47.5048,-122.241,1620,6930
"3471",479200,"4",2,1510,3750,"1.5","0","0","4","7",1510,0,87,2015,47.5737,-122.383,1500,5000
"3472",373000,"6",2.5,3001,5710,"2","0","0","3","8",3001,0,9,2015,47.3727,-122.177,2340,5980
"3473",355000,"5",1.5,2020,6000,"1","0","0","4","7",1010,1010,62,2015,47.5019,-122.235,1710,6000
"3474",275000,"4",2,1380,4500,"1","0","0","3","7",1380,0,7,2015,47.3661,-122.021,1620,4000
"3475",380000,"4",1.5,1520,4288,"1","0","0","3","7",1020,500,66,2015,47.5284,-122.387,1660,4288
"3476",417000,"3",1.75,1090,4590,"1","0","0","4","7",790,300,100,2015,47.6677,-122.324,1390,4080
"3478",598500,"4",2.25,2520,12000,"1","0","0","3","10",2520,0,37,2015,47.6381,-122.062,2510,12000
"3479",629000,"4",2,1760,5000,"1","0","0","5","7",960,800,95,2015,47.6408,-122.403,1380,5000
"3480",226950,"3",1,930,6600,"1","0","0","3","6",930,0,58,2015,47.4868,-122.33,1250,6600
"3482",415000,"4",2.25,2180,11100,"1","0","0","5","8",1700,480,36,2015,47.5162,-122.176,2350,11397
"3483",595000,"4",2.5,1910,3075,"2","0","0","3","8",1910,0,14,2015,47.5491,-122.005,1940,3485
"3484",209950,"4",1.75,1100,5525,"1","0","0","5","6",1100,0,47,2015,47.3625,-122.084,1050,5200
"3485",568000,"4",1.75,1760,235224,"1","0","0","3","7",1760,0,42,2015,47.6735,-122.041,2320,87120
"3486",119900,"3",1,700,3180,"1","0","0","3","6",480,220,64,2015,47.4976,-122.262,1760,6360
"3487",207000,"4",1,1080,10200,"1","0","0","4","7",1080,0,53,2015,47.3215,-122.351,1230,10400
"3488",195000,"4",1,1070,22489,"1","0","0","3","7",1070,0,48,2015,47.3278,-122.262,1880,20250
"3489",324950,"4",1.5,1460,8710,"1","0","0","3","7",1460,0,60,2015,47.4561,-122.357,1400,8645
"3490",210000,"2",1,1050,7583,"1","0","0","4","6",1050,0,68,2015,47.7294,-122.341,1420,7560
"3491",1078000,"5",2.75,3160,42733,"2","0","0","3","9",3160,0,20,2015,47.6367,-121.958,1890,24000
"3492",325088,"5",1,1400,6739,"1","0","0","3","7",1000,400,61,2015,47.5402,-122.298,1500,6380
"3493",790000,"5",3,3120,157875,"2","0","0","4","8",3120,0,38,2015,47.444,-122.187,1580,7050
"3494",150000,"3",1,720,212137,"1","0","0","3","5",720,0,33,2015,47.422,-122.066,2010,109642
"3495",790000,"4",3,2840,206910,"2","0","0","3","10",2840,0,16,2015,47.469,-122.063,2070,25067
"3496",255000,"3",1,1220,2500,"1","0","0","3","6",770,450,105,2015,47.5727,-122.372,1540,3000
"3497",697000,"5",3,2820,2850,"1.5","0","0","5","7",1860,960,87,2015,47.6813,-122.367,1570,4500
"3498",457500,"3",1,840,5000,"1","0","0","4","7",840,0,107,2015,47.6803,-122.371,1240,5000
"3499",690000,"4",2,1610,5100,"1.5","0","0","5","8",1610,0,75,2015,47.6825,-122.307,1740,5100
"3500",967000,"5",3.25,1860,4356,"2","0","0","3","9",1860,0,98,2005,47.6785,-122.351,1860,4356
"3501",980000,"5",1.75,2260,17711,"1","0","1","4","9",2260,0,47,2015,47.5498,-122.214,2880,16594
"3502",619420,"5",2.75,2450,14803,"2","0","0","4","9",2450,0,27,2015,47.5261,-122.162,2330,14803
"3503",389000,"3",1,850,3276,"1","0","0","3","6",850,0,105,2015,47.6742,-122.35,1460,4100
"3504",5e+05,"4",1,1800,7200,"1","0","0","3","7",1020,780,51,2015,47.5616,-122.275,1740,5475
"3505",569000,"5",1.75,1230,7890,"1","0","1","4","7",1090,140,65,2015,47.5808,-122.189,2380,13176
"3506",425000,"5",2.25,2060,8540,"1","0","0","4","7",1540,520,48,2015,47.734,-122.19,1560,7700
"3507",635000,"5",2.25,2750,6180,"1","0","0","4","8",1500,1250,67,2015,47.5691,-122.284,1740,6180
"3508",256500,"3",1,1120,9912,"1","0","0","4","6",1120,0,35,2015,47.3735,-122.43,1540,9750
"3509",695000,"5",2.5,3010,11393,"2","0","0","3","8",3010,0,10,2015,47.7389,-122.221,2810,11282
"3510",535000,"5",1.5,1580,5000,"1.5","0","0","3","7",1390,190,70,2015,47.6735,-122.393,1580,5000
"3511",454200,"5",2.5,2630,5379,"2","0","0","3","8",2630,0,11,2015,47.4977,-122.163,2630,5379
"3512",418500,"3",1,790,5800,"1","0","0","3","6",790,0,72,2015,47.6973,-122.36,1460,5800
"3513",749950,"5",2.75,3110,35235,"2","0","0","4","9",3110,0,32,2015,47.7355,-122.095,2790,35445
"3514",338500,"4",1.75,2130,5489,"1","0","0","3","8",1370,760,16,2015,47.4489,-122.456,1750,7200
"3516",299950,"4",2.5,1600,9830,"2","0","0","4","8",1600,0,22,2015,47.339,-122.266,1890,8910
"3517",325000,"5",1.75,1950,12500,"1","0","0","3","7",1330,620,52,2015,47.4999,-122.327,1760,11520
"3518",434000,"5",3,2010,8171,"2","0","0","3","8",2010,0,42,2015,47.7688,-122.218,2090,8203
"3519",328950,"5",1.75,2550,8976,"1","0","0","5","7",1300,1250,37,2015,47.4286,-122.179,2220,9477
"3521",570000,"5",2,2000,46902,"2","0","0","3","8",2000,0,37,2015,47.5851,-122.072,2420,38130
"3522",802000,"4",2.25,2170,5001,"2","0","0","3","8",2170,0,1,2015,47.6937,-122.338,1700,6991
"3523",525000,"4",1,1550,6840,"1.5","0","0","3","7",1550,0,97,2015,47.6572,-122.335,2370,4560
"3525",350000,"4",1.75,1980,273556,"1","0","0","3","6",1040,940,59,1999,47.4012,-122.11,2180,217799
"3526",277500,"3",1.5,1190,1236,"3","0","0","3","7",1190,0,10,2015,47.7274,-122.357,1390,1756
"3528",195000,"4",1,1510,4350,"1.5","0","0","5","6",1510,0,102,2015,47.2052,-121.987,1210,5500
"3529",222000,"4",2,1200,6074,"1","0","0","3","7",1200,0,47,2015,47.325,-122.205,1430,6338
"3530",865000,"6",3,2830,8854,"1","0","0","4","8",1500,1330,36,2015,47.5743,-122.209,2260,8604
"3531",445000,"5",2,1650,6000,"1","0","0","5","7",1000,650,56,2015,47.5834,-122.307,1540,6000
"3532",495800,"5",1.5,1710,4600,"1.5","0","0","3","7",1710,0,91,2015,47.6847,-122.318,1740,4455
"3533",548500,"4",1,1740,4400,"1.5","0","0","3","7",1740,0,91,2015,47.6059,-122.3,1720,4400
"3534",310000,"4",1.75,1840,10723,"1","0","0","4","7",1220,620,41,2015,47.429,-122.154,1590,9820
"3535",205000,"4",1.5,1820,8585,"1","0","0","4","7",1820,0,53,2015,47.4479,-122.213,1740,10088
"3536",470000,"6",3.75,3860,6901,"2","0","0","3","7",3860,0,12,2015,47.3694,-122.032,3000,8584
"3537",430000,"4",1.5,1810,349351,"1.5","0","0","3","7",1810,0,13,2015,47.3392,-121.897,2480,339332
"3538",310000,"3",2,1030,2271,"3","0","0","3","7",1030,0,16,2015,47.7263,-122.314,1439,1387
"3539",355000,"5",1,1410,7693,"1.5","0","0","4","7",1410,0,62,2015,47.7604,-122.331,1330,8395
"3540",621500,"6",2.5,2140,15950,"1","0","2","4","8",1370,770,47,2015,47.4797,-122.358,2600,14273
"3543",690000,"5",3.5,1930,5400,"1.5","0","2","3","7",1930,0,95,2015,47.5679,-122.409,1500,3340
"3544",335000,"5",2.5,2210,7214,"2","0","0","3","8",2210,0,12,2015,47.3554,-122.298,2270,7246
"3545",197000,"5",1,1360,11175,"1","0","0","3","7",1360,0,54,2015,47.4551,-122.272,1340,9702
"3546",312500,"4",1.75,1830,7969,"1","0","0","3","7",930,900,65,2008,47.4667,-122.214,1790,7425
"3547",436000,"4",2.25,2120,6710,"1","0","0","5","7",1420,700,56,2015,47.7461,-122.324,1880,6960
"3548",1015000,"5",2.5,2700,4590,"2","0","0","3","8",2700,0,13,2015,47.6734,-122.329,2080,3570
"3549",805000,"5",2.5,3160,35225,"2","0","1","3","9",2250,910,23,2015,47.5672,-122.111,3460,17223
"3550",652427,"5",2.25,2770,13129,"2","0","0","4","8",2770,0,36,2015,47.6268,-122.05,2400,13129
"3551",1008000,"4",2.5,2240,41339,"1","0","0","4","9",2240,0,70,1992,47.6483,-122.163,2900,45738
"3552",355000,"5",2.5,2570,6466,"2","0","0","3","9",2570,0,16,2015,47.3324,-122.17,2520,6667
"3553",334550,"3",1,880,12000,"1","0","0","3","7",880,0,76,2015,47.7436,-122.356,1960,9395
"3554",557500,"4",2.25,1820,9670,"2","0","0","3","8",1820,0,31,2015,47.6382,-122.11,2160,11424
"3555",277500,"5",2.25,1660,7184,"1","0","0","3","7",1110,550,52,2015,47.4678,-122.294,1640,7200
"3556",3e+05,"5",3,2200,10800,"1","0","0","3","6",2200,0,55,2015,47.4476,-122.169,1430,10800
"3557",325000,"5",1,1640,3844,"1.5","0","0","4","7",1460,180,87,2015,47.7017,-122.354,1230,3844
"3558",402500,"5",2,1650,3504,"1","0","0","3","7",760,890,64,2013,47.5803,-122.294,1480,3504
"3559",461000,"4",1.75,1420,5170,"1","0","0","4","7",1420,0,52,2015,47.6151,-122.145,2250,7700
"3560",540000,"4",1,1270,3840,"1.5","0","0","3","7",1270,0,89,2015,47.6896,-122.357,1270,4175
"3561",385000,"4",1,1070,4000,"1","0","0","4","7",1070,0,44,2015,47.5529,-122.305,1090,4000
"3562",480000,"3",1,1060,3040,"1","0","0","3","7",860,200,91,2015,47.6725,-122.329,1470,3814
"3563",539950,"4",2.25,2190,7149,"1","0","1","4","8",1240,950,52,2015,47.5243,-122.204,3500,7149
"3564",529000,"4",2.25,1940,217800,"2","0","0","3","9",1940,0,25,2015,47.5636,-121.932,2580,83558
"3565",417000,"4",2.5,1300,877,"2","0","0","3","7",1060,240,7,2015,47.6591,-122.392,1320,1414
"3566",405000,"4",1.5,1330,12500,"1","0","0","3","7",1330,0,49,2015,47.5263,-122.051,2310,12500
"3567",299000,"4",2.25,1940,9100,"1","0","0","4","8",1630,310,49,2015,47.3133,-122.364,2080,9100
"3568",299000,"4",1.75,2100,15480,"1","0","0","3","7",2100,0,32,2015,47.2924,-122.271,1330,15657
"3569",372220,"4",1,1290,5500,"1","0","0","3","7",980,310,64,2015,47.5266,-122.392,1680,5000
"3570",494400,"3",1.75,1560,1750,"1","0","0","4","6",780,780,111,2015,47.6347,-122.355,1850,3600
"3571",280000,"4",1.75,2630,6500,"1","0","0","3","7",1330,1300,57,2015,47.4878,-122.221,2520,6500
"3572",277950,"4",2.5,2100,6021,"2","0","0","3","7",2100,0,23,2015,47.2917,-122.375,2091,7547
"3573",770000,"4",2.75,2070,54557,"2","0","0","3","8",2070,0,19,2015,47.4659,-122.116,2190,49658
"3574",760000,"5",2.5,2960,28005,"2","0","0","3","10",2960,0,26,2015,47.7477,-122.117,3510,35248
"3575",230000,"3",2,1300,3608,"1","0","0","3","7",1300,0,11,2015,47.3623,-122.309,1510,3608
"3576",525000,"5",2.5,2520,7731,"2","0","0","3","9",2520,0,21,2015,47.7709,-122.297,2000,7704
"3577",307000,"4",1,1150,6000,"1.5","0","0","3","7",1150,0,88,2015,47.4963,-121.787,1210,7700
"3578",253779,"5",2,2030,9600,"1.5","0","0","3","6",1430,600,68,2015,47.4459,-122.272,1820,14600
"3579",405000,"4",1.5,1880,7400,"1","0","0","3","8",1480,400,47,2015,47.7743,-122.27,1820,8660
"3580",360000,"3",1,2320,11250,"2","0","0","4","6",2320,0,73,2015,47.504,-122.362,1620,11250
"3581",521000,"3",1,1050,7500,"1.5","0","3","4","6",1050,0,105,2015,47.5577,-122.399,2540,13680
"3582",680000,"5",2.5,3030,13068,"2","0","0","3","9",3030,0,37,2015,47.6313,-122.172,2940,11999
"3583",355000,"2",0.75,530,33278,"1","0","2","4","4",530,0,65,2015,47.6412,-122.079,2830,14311
"3584",2e+05,"4",1.5,1090,9600,"1","0","0","4","7",1090,0,47,2015,47.3639,-122.109,1240,9620
"3585",330000,"4",2.25,2220,4060,"1","0","0","3","7",1330,890,22,2015,47.5188,-122.265,1930,5625
"3586",221000,"4",2.25,1430,5999,"2","0","0","3","7",1430,0,28,2015,47.3116,-122.358,1600,5999
"3588",310000,"3",1,1560,4920,"1","0","0","4","6",780,780,68,2015,47.7248,-122.325,1760,7510
"3589",862000,"5",2.25,2220,4200,"1.5","0","0","5","8",1310,910,83,2015,47.6418,-122.394,2020,4940
"3590",2e+05,"4",1.5,1140,8340,"1","0","0","3","7",1140,0,55,2015,47.4773,-122.28,1140,8340
"3591",630000,"5",2.5,2540,11100,"1","0","0","5","7",2540,0,58,2015,47.6317,-122.124,1560,11100
"3592",432250,"4",2.25,1440,6232,"2","0","0","3","7",1440,0,30,2015,47.5658,-122.018,1740,5999
"3593",478000,"4",2.25,1570,9500,"1","0","0","4","7",1070,500,38,2015,47.6843,-122.185,2250,9583
"3594",249000,"5",2.25,1860,9576,"1","0","0","3","7",1400,460,53,2015,47.3612,-122.284,1860,9576
"3595",495000,"6",3,2440,4750,"1","0","0","3","9",1450,990,9,2015,47.5485,-122.302,1420,5940
"3596",630000,"5",2.5,2100,8800,"1","0","2","4","7",1240,860,55,2015,47.6146,-122.114,2000,8800
"3597",550000,"5",2.5,2150,27540,"2","0","0","3","8",2150,0,18,2015,47.637,-121.969,2150,27540
"3598",350000,"4",2.5,2440,18674,"2","0","0","4","8",2440,0,21,2015,47.3672,-122.126,2530,10603
"3599",270000,"6",1.5,1930,7480,"2","0","0","3","7",1930,0,49,2015,47.4503,-122.157,1480,7705
"3600",488250,"5",2,1830,9610,"1","0","0","3","7",1830,0,52,2015,47.695,-122.176,1970,10754
"3601",248000,"5",3.5,1850,6519,"2","0","0","3","7",1130,720,29,2015,47.3087,-122.354,1280,6664
"3602",889000,"5",3.5,3210,5000,"3","0","0","3","9",3210,0,1,2015,47.5203,-122.393,1360,5000
"3603",375000,"2",1,1090,5250,"1","0","0","3","6",980,110,88,2015,47.6999,-122.391,2160,5250
"3604",933000,"4",1.5,1870,3300,"2","0","2","3","7",1870,0,109,2015,47.6221,-122.325,1820,2460
"3605",625000,"4",2.25,1920,8412,"1","0","2","3","8",1460,460,38,2015,47.5578,-122.132,2490,8700
"3606",328000,"3",1,700,4350,"1","0","0","3","6",700,0,72,2015,47.5577,-122.391,1620,5100
"3607",470000,"5",2.25,3380,9900,"1","0","2","4","8",1690,1690,46,2015,47.4438,-122.34,2390,9900
"3608",502500,"6",2.5,2430,6168,"2","0","0","3","8",2430,0,8,2015,47.5237,-122.199,2150,8400
"3609",484000,"4",1.75,1950,17400,"1","0","0","3","7",1210,740,39,2015,47.7424,-122.091,1900,17250
"3610",252500,"3",1,900,7500,"1","0","0","4","6",900,0,54,2015,47.6481,-121.916,1190,10000
"3611",610000,"4",2.5,2060,8893,"2","0","0","3","8",2060,0,28,2015,47.5615,-122.165,2650,8500
"3612",419000,"5",2,2180,10447,"1","0","0","4","8",1280,900,46,2015,47.7675,-122.279,2190,10987
"3613",322500,"5",2.25,2140,9377,"2","0","0","4","8",2140,0,29,2015,47.2649,-122.218,2030,7846
"3615",464000,"5",2.5,3140,12591,"2","0","0","3","9",3140,0,22,2015,47.3826,-122.146,2650,11720
"3616",870000,"5",4.25,3010,4887,"2","0","3","4","10",1940,1070,64,1996,47.6933,-122.272,2540,9375
"3617",280000,"3",1.5,800,1196,"2","0","0","3","8",800,0,12,2015,47.6972,-122.341,1020,1087
"3618",850000,"4",2.5,3300,11570,"2","0","0","3","9",3300,0,21,2015,47.5599,-122.121,3280,11446
"3619",458950,"3",1,1530,4370,"1","0","0","3","7",1130,400,69,2015,47.6888,-122.308,1580,4275
"3620",122000,"3",1,760,5280,"1","0","0","3","6",760,0,69,2015,47.483,-122.33,1710,6594
"3621",525000,"6",3,2450,4591,"2","0","0","3","7",2450,0,21,2015,47.6828,-122.388,1060,5500
"3622",286300,"3",1,1000,31838,"1","0","0","3","7",1000,0,53,2015,47.4789,-121.779,1490,39747
"3623",218450,"3",1,840,7425,"1","0","0","4","6",840,0,63,2015,47.4749,-122.339,1300,11674
"3624",525000,"4",1.5,1380,4290,"1","0","0","3","7",1080,300,60,2015,47.674,-122.379,1510,3900
"3625",650000,"4",1.5,1380,4290,"1","0","0","3","7",1080,300,60,2015,47.674,-122.379,1510,3900
"3626",356000,"5",2,2020,48693,"1.5","0","0","3","7",2020,0,66,2015,47.4646,-121.759,1610,34900
"3627",436500,"3",1,1260,5000,"1","0","0","3","7",1040,220,64,2015,47.6782,-122.397,1510,5000
"3628",410000,"4",1.75,1440,7112,"1","0","0","3","7",1180,260,36,2015,47.7304,-122.227,1570,9152
"3629",512500,"5",1.75,1540,8311,"1","0","0","4","7",1540,0,65,2015,47.7046,-122.293,1890,7996
"3630",510000,"5",1,1060,7200,"1","0","1","3","6",880,180,90,2015,47.5591,-122.268,1910,7200
"3631",566000,"5",1.75,1900,10297,"1","0","0","4","8",1900,0,49,2015,47.5944,-122.155,2220,9612
"3632",525000,"4",1.75,2870,26500,"1.5","0","1","3","8",2870,0,67,1981,47.4485,-122.355,2420,20500
"3633",435000,"4",1,1050,5500,"1","0","0","3","6",930,120,95,2015,47.5402,-122.38,1410,5834
"3634",406500,"4",2.75,1840,68479,"1","0","2","3","8",1340,500,26,2015,47.6802,-121.908,2060,61903
"3635",550000,"6",2.75,3000,9473,"1","0","0","3","8",1500,1500,49,2015,47.6567,-122.13,2050,8820
"3636",251000,"4",2,1200,10212,"1.5","0","0","5","6",1200,0,66,2015,47.206,-121.998,1280,10212
"3637",830000,"4",1.5,1840,10125,"1","0","0","4","8",1220,620,56,2015,47.5607,-122.217,2320,10160
"3638",803000,"5",2.5,2790,7673,"2","0","0","3","9",2790,0,26,2015,47.6692,-122.136,2740,7837
"3639",206000,"4",1,970,9360,"1","0","0","4","5",970,0,73,2015,47.2808,-122.225,1050,11348
"3640",2e+05,"5",1,1070,7467,"1.5","0","0","3","7",1070,0,71,2015,47.4942,-122.235,1160,7467
"3641",219000,"3",1,900,5160,"1","0","0","3","6",900,0,63,2015,47.525,-122.356,900,5160
"3642",777000,"5",4,2680,6000,"1","0","0","3","7",1380,1300,53,2014,47.6557,-122.388,1930,6000
"3643",593700,"4",2.5,2000,22000,"2","0","0","3","8",2000,0,36,2015,47.59,-122.081,2180,19800
"3644",712500,"4",1.5,1660,8797,"1","0","0","4","7",1660,0,59,2015,47.5892,-122.202,2350,10053
"3645",6e+05,"5",1.5,1770,6014,"1.5","0","0","4","7",1240,530,69,2015,47.5773,-122.393,1740,6014
"3646",554663,"4",2,1230,6802,"1.5","0","0","3","7",1230,0,75,2015,47.6712,-122.279,1850,6398
"3647",267000,"4",1,1740,10875,"1","0","0","4","7",1020,720,53,2015,47.4682,-122.283,1470,8532
"3648",390000,"4",2,1710,8910,"1","0","0","5","7",1710,0,62,2015,47.7719,-122.338,1430,8493
"3650",938000,"5",2.5,2410,9886,"1","0","0","5","8",1990,420,40,2015,47.5351,-122.223,2530,10658
"3651",370000,"5",2.75,2310,14745,"1","0","0","3","7",1410,900,22,2015,47.377,-122.31,2060,9678
"3652",335000,"6",2.5,2400,4548,"2","0","0","3","7",2400,0,12,2015,47.371,-122.127,2200,4465
"3653",695000,"6",2,3160,3990,"1.5","0","0","3","7",1870,1290,92,2015,47.654,-122.337,1780,4240
"3654",387500,"4",1,1560,14333,"1","0","0","4","7",1560,0,62,2015,47.432,-122.348,1640,14333
"3655",245000,"4",2.5,1770,6187,"2","0","0","3","7",1770,0,23,2015,47.4034,-122.189,1650,7200
"3656",308550,"4",2,1600,13200,"1","0","0","3","7",1600,0,25,2015,47.4656,-121.756,1360,11520
"3657",225000,"4",1.75,1330,13102,"1","0","0","3","7",1330,0,47,2015,47.3172,-122.322,1270,11475
"3658",715000,"5",2.5,2970,29163,"2","0","0","3","9",2970,0,22,2015,47.6717,-122.025,3100,31105
"3659",335000,"4",1,1020,10200,"1","0","0","4","7",1020,0,61,2015,47.7503,-122.348,1170,8188
"3660",634000,"4",2.5,2490,4904,"2","0","0","3","9",2490,0,12,2015,47.5451,-122.014,2370,4050
"3661",337500,"6",2,1700,7314,"1","0","0","3","7",1000,700,59,2015,47.549,-122.305,2000,7176
"3662",440000,"2",1,850,6567,"1","0","0","4","6",850,0,75,2015,47.327,-122.039,2160,9794
"3663",350000,"4",1.75,1250,13775,"1","0","2","3","7",1250,0,25,2015,47.4981,-121.772,1260,13707
"3664",4e+05,"3",1,610,4560,"1","0","0","3","5",610,0,97,2015,47.5498,-122.383,930,1392
"3666",435000,"4",1,950,10080,"1","0","0","4","7",950,0,61,2015,47.572,-122.139,1060,10000
"3667",681000,"5",2.5,3860,5130,"2","0","0","3","8",2930,930,11,2015,47.5387,-121.879,3130,6163
"3668",397000,"4",3.5,1360,1275,"2","0","0","3","8",1240,120,8,2015,47.5904,-122.315,1360,1275
"3669",775000,"5",2.5,3890,34513,"2","0","0","3","10",3890,0,19,2015,47.7749,-122.048,3600,28435
"3670",480000,"4",2.25,1680,9090,"1","0","0","4","7",1130,550,56,2015,47.6068,-122.13,1960,9090
"3671",158000,"4",2.5,1520,7200,"2","0","0","4","7",1520,0,30,2015,47.3679,-122.182,1780,7210
"3672",590000,"4",2,2420,208652,"1.5","0","0","3","8",2420,0,10,2015,47.3666,-121.978,3180,212137
"3673",772500,"6",2.75,3890,9130,"2","0","0","3","9",3890,0,11,2015,47.5407,-121.86,3450,8361
"3674",464500,"6",1.5,2940,13425,"1","0","0","3","8",1470,1470,60,2015,47.7632,-122.29,1580,8200
"3675",281000,"4",1.75,1350,8737,"1","0","0","3","7",1350,0,49,2015,47.4378,-122.279,1600,8928
"3676",620000,"4",2.25,2190,45738,"1","0","0","3","8",2190,0,25,2015,47.7108,-122.12,2970,4496
"3677",475000,"4",2.25,2280,5750,"1","0","1","4","7",1150,1130,30,2015,47.5641,-122.393,1500,5060
"3678",245000,"3",2,1070,4500,"1","0","0","4","6",910,160,83,2015,47.4896,-122.204,1280,4500
"3679",660000,"6",2.25,2540,3750,"1.5","0","0","4","7",1510,1030,90,2015,47.6729,-122.299,1780,3750
"3680",527500,"5",2.25,2270,8480,"1","0","0","5","8",1310,960,42,2015,47.5448,-122.174,1910,9050
"3681",135000,"3",1,1220,7250,"1","0","0","4","6",1220,0,101,2015,47.3585,-121.975,1350,20250
"3682",275000,"4",1.75,1890,5000,"1","0","0","3","7",1890,0,12,2015,47.3357,-122.175,2960,5421
"3683",430000,"5",2,1990,4740,"1","0","0","3","7",1080,910,89,2015,47.6112,-122.303,1560,2370
"3684",213500,"4",1,1220,6000,"1","0","0","4","7",1220,0,47,2015,47.3245,-122.209,1420,6000
"3685",535000,"4",3,2640,5978,"2","0","0","3","9",2640,0,3,2015,47.4759,-121.735,2680,6060
"3686",641000,"4",1.75,1480,9603,"1","0","0","3","7",1480,0,63,2015,47.5915,-122.202,2660,10766
"3687",436300,"4",2,2320,9420,"1","0","0","5","7",2320,0,63,2015,47.5133,-122.196,2030,9420
"3689",830000,"5",2.75,2090,13500,"1","0","0","4","8",2090,0,66,2015,47.573,-122.225,2130,13500
"3690",380000,"4",1,920,3532,"1","0","0","3","6",920,0,105,2015,47.5539,-122.268,1250,4000
"3691",132500,"4",0.75,850,8573,"1","0","0","3","6",600,250,70,2015,47.503,-122.356,850,8382
"3692",179950,"4",1,1130,9907,"1","0","0","3","7",1130,0,61,2015,47.4362,-122.286,1320,9907
"3693",188200,"4",1,1260,7265,"1","0","0","4","7",1260,0,61,2015,47.2979,-122.224,940,7200
"3694",659000,"5",2,2090,10800,"1","0","0","4","7",2090,0,64,2015,47.5759,-122.223,2090,10800
"3695",317000,"4",2,2020,7260,"1.5","0","0","3","7",1180,840,89,2015,47.5496,-122.311,1400,5950
"3696",625000,"4",2.25,1970,4564,"1","0","0","3","8",1470,500,56,2015,47.6703,-122.41,1980,5000
"3697",350000,"4",1.75,1820,9545,"1","0","0","3","7",1230,590,39,2015,47.7772,-122.296,1790,9530
"3698",750000,"4",1.5,1840,5000,"1.5","0","0","5","7",1340,500,100,2015,47.6652,-122.362,1840,5000
"3699",457000,"5",1.75,2100,10358,"1","0","0","5","8",1280,820,56,2015,47.7478,-122.338,2080,9000
