"","MSZoning","LotShape","LandContour","LotConfig","Neighborhood","Condition2","BldgType","HouseStyle","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","HeatingQC","Electrical","KitchenQual","Functional","GarageType","GarageFinish","PavedDrive","SaleType","SaleCondition","MasVnrType.1","BsmtFinType2.1","BsmtFinSF2","MSZoning.1","Foundation.1","BsmtExposure.1","BsmtFinType1.1","Condition1.1","Utilities.1","BsmtQual.1","LandContour.1","LandSlope.1","LotConfig.1","BsmtCond.1","Exterior1st.1","ExterQual.1"
"454","FV","Reg","Lvl","Inside","Somerst","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"FV","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"455","RL","Reg","Lvl","Inside","Mitchel","Norm","Duplex","1Story","Gable","Plywood","Plywood","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","TA","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Family","None","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Plywood","TA"
"456","RL","Reg","Lvl","Inside","NWAmes","Norm","1Fam","1Story","Hip","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","ALQ","Unf","Fa","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"457","RM","Reg","Lvl","Inside","OldTown","Norm","1Fam","2Story","Gable","AsbShng","AsbShng","None","TA","TA","BrkTil","TA","TA","No","Unf","Unf","Fa","SBrkr","TA","Typ","Detchd","Unf","Y","COD","Abnorml","None","Unf",0,"RM","BrkTil","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","AsbShng","TA"
"458","RL","IR1","Low","CulDSac","ClearCr","Norm","1Fam","1Story","Flat","Plywood","Plywood","None","TA","TA","CBlock","Gd","TA","Gd","BLQ","Unf","Ex","SBrkr","Gd","Min1","Attchd","Fin","Y","WD","Normal","None","Unf",0,"RL","CBlock","Gd","BLQ","Norm","AllPub","Gd","Low","Mod","CulDSac","TA","Plywood","TA"
"459","RM","Reg","Lvl","Inside","OldTown","Norm","1Fam","2Story","Hip","Stucco","Wd Shng","None","TA","Gd","PConc","TA","TA","No","Unf","Unf","Fa","SBrkr","Gd","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RM","PConc","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Stucco","TA"
"460","RL","IR1","Bnk","Corner","BrkSide","Norm","1Fam","1.5Fin","Gable","MetalSd","MetalSd","BrkCmn","TA","TA","CBlock","TA","TA","No","LwQ","Unf","TA","SBrkr","Gd","Typ","Detchd","Unf","Y","WD","Normal","BrkCmn","Unf",0,"RL","CBlock","No","LwQ","Norm","AllPub","TA","Bnk","Gtl","Corner","TA","MetalSd","TA"
"461","FV","IR1","Lvl","Inside","Somerst","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","TA","Typ","BuiltIn","Fin","Y","New","Partial","Stone","Unf",0,"FV","PConc","No","GLQ","RRAn","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"462","RL","Reg","Lvl","Inside","SWISU","Norm","1Fam","2Story","Gable","Wd Sdng","Wd Sdng","None","Gd","Gd","PConc","Gd","Gd","No","ALQ","BLQ","Ex","SBrkr","Gd","Typ","Detchd","RFn","Y","WD","Normal","None","BLQ",210,"RL","PConc","No","ALQ","Feedr","AllPub","Gd","Lvl","Gtl","Inside","Gd","Wd Sdng","Gd"
"463","RL","IR1","Lvl","Inside","Sawyer","Norm","1Fam","1Story","Gable","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","Rec","BLQ","Gd","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","BLQ",311,"RL","CBlock","No","Rec","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"464","RL","IR1","HLS","Inside","Crawfor","Norm","1Fam","2Story","Hip","Stucco","Stucco","None","TA","TA","CBlock","TA","TA","No","LwQ","Unf","Fa","FuseA","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","LwQ","Norm","AllPub","TA","HLS","Mod","Inside","TA","Stucco","TA"
"465","RL","Reg","HLS","Inside","CollgCr","Norm","1Fam","1Story","Gable","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","Gd","TA","No","Rec","Unf","TA","SBrkr","TA","Typ","2Types","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","Rec","Norm","AllPub","Gd","HLS","Mod","Inside","TA","HdBoard","TA"
"466","RM","Reg","Lvl","Inside","Blmngtn","Norm","TwnhsE","1Story","Hip","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RM","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"467","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Flat","Plywood","Plywood","None","TA","Gd","CBlock","TA","Gd","Gd","GLQ","Unf","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","Gd","GLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","Gd","Plywood","TA"
"468","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","2Story","Gable","MetalSd","MetalSd","Stone","TA","TA","CBlock","TA","TA","No","LwQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Unf","Y","WD","Normal","Stone","Unf",0,"RL","CBlock","No","LwQ","Artery","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"469","RL","IR1","Lvl","Inside","NridgHt","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","Stone","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"470","RL","IR1","Lvl","Corner","SawyerW","Norm","1Fam","2Story","Gable","HdBoard","HdBoard","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","GLQ","RRNe","AllPub","Gd","Lvl","Gtl","Corner","TA","HdBoard","Gd"
"471","RL","IR1","Lvl","Corner","StoneBr","Norm","TwnhsE","1Story","Gable","HdBoard","HdBoard","None","Gd","TA","PConc","Gd","TA","Av","GLQ","BLQ","TA","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","None","BLQ",1120,"RL","PConc","Av","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","HdBoard","Gd"
"472","RL","Reg","Lvl","Inside","NWAmes","Norm","1Fam","2Story","Mansard","WdShing","Plywood","None","TA","TA","CBlock","Gd","TA","No","Unf","Unf","TA","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","Unf","PosA","AllPub","Gd","Lvl","Gtl","Inside","TA","WdShing","TA"
"473","RM","Reg","Lvl","Inside","Edwards","Norm","TwnhsE","SLvl","Gable","VinylSd","VinylSd","BrkFace","TA","TA","PConc","Gd","TA","Gd","GLQ","Unf","Ex","SBrkr","TA","Typ","Basment","RFn","Y","WD","Normal","BrkFace","Unf",0,"RM","PConc","Gd","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","TA"
"474","RL","IR1","Lvl","Inside","NridgHt","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Ex","TA","Gd","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","New","Partial","BrkFace","Unf",0,"RL","PConc","Gd","GLQ","Norm","AllPub","Ex","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"475","RL","Reg","Lvl","Inside","StoneBr","Norm","TwnhsE","1Story","Gable","CemntBd","CmentBd","None","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","Ex","SBrkr","Ex","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","PConc","Av","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","CemntBd","Gd"
"476","RL","Reg","Lvl","Corner","Sawyer","Norm","1Fam","1Story","Hip","HdBoard","HdBoard","None","TA","TA","CBlock","TA","TA","No","GLQ","Unf","TA","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","GLQ","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","HdBoard","TA"
"477","RL","Reg","Lvl","Inside","CollgCr","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","BrkFace","TA","TA","PConc","Gd","TA","Gd","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","Gd","GLQ","Norm","AllPub","Gd","Lvl","Mod","Inside","TA","VinylSd","TA"
"478","RL","Reg","Lvl","Inside","NridgHt","Norm","1Fam","2Story","Hip","VinylSd","VinylSd","BrkFace","Ex","TA","PConc","Gd","TA","Av","Unf","Unf","Ex","SBrkr","Ex","Typ","BuiltIn","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","Av","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Ex"
"479","RL","Reg","Lvl","Inside","CollgCr","Norm","1Fam","1Story","Hip","VinylSd","VinylSd","Stone","Gd","TA","PConc","Ex","TA","Gd","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","Stone","Unf",0,"RL","PConc","Gd","GLQ","Norm","AllPub","Ex","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"480","RM","Reg","Bnk","Inside","OldTown","Norm","1Fam","1Story","Hip","Stucco","Stucco","BrkCmn","TA","TA","BrkTil","Fa","TA","No","Rec","Unf","TA","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Alloca","BrkCmn","Unf",0,"RM","BrkTil","No","Rec","Norm","AllPub","Fa","Bnk","Gtl","Inside","TA","Stucco","TA"
"481","RL","IR1","Lvl","FR2","NridgHt","Norm","1Fam","1Story","Hip","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Ex","TA","Gd","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","Gd","GLQ","Norm","AllPub","Ex","Lvl","Gtl","FR2","TA","VinylSd","Gd"
"482","RL","IR1","HLS","Inside","NridgHt","Norm","1Fam","1Story","Hip","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Ex","TA","Gd","GLQ","Unf","Ex","SBrkr","Ex","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","Gd","GLQ","Norm","AllPub","Ex","HLS","Gtl","Inside","TA","VinylSd","Gd"
"483","RM","Reg","Lvl","Corner","OldTown","Norm","1Fam","2Story","Gable","Stucco","Stucco","None","Gd","TA","PConc","TA","TA","No","ALQ","Unf","Ex","SBrkr","Ex","Min2","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RM","PConc","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","Stucco","Gd"
"484","RM","Reg","Lvl","FR2","Mitchel","Norm","Twnhs","1Story","Hip","VinylSd","VinylSd","BrkFace","TA","TA","PConc","Ex","TA","No","GLQ","Unf","Ex","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RM","PConc","No","GLQ","Norm","AllPub","Ex","Lvl","Gtl","FR2","TA","VinylSd","TA"
"485","RL","IR1","Lvl","Corner","Sawyer","Norm","1Fam","1Story","Gable","HdBoard","Plywood","None","TA","Gd","CBlock","TA","TA","No","ALQ","Unf","Gd","SBrkr","Gd","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","HdBoard","TA"
"486","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Gable","MetalSd","MetalSd","None","Gd","TA","CBlock","TA","TA","No","ALQ","Unf","Gd","SBrkr","Gd","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","Gd"
"487","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Hip","MetalSd","MetalSd","BrkFace","TA","TA","CBlock","TA","TA","No","ALQ","Unf","TA","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"488","RL","IR1","Lvl","Inside","NWAmes","Norm","1Fam","1Story","Gable","Plywood","Plywood","None","TA","TA","CBlock","Gd","TA","Av","ALQ","Unf","Gd","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","Av","ALQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","Plywood","TA"
"489","RL","Reg","Lvl","Corner","OldTown","Norm","2fmCon","1.5Fin","Gable","Wd Sdng","Wd Sdng","None","TA","Fa","CBlock","TA","Fa","No","BLQ","Unf","TA","FuseA","TA","Mod","Attchd","Unf","N","ConLD","Normal","None","Unf",0,"RL","CBlock","No","BLQ","Norm","AllPub","TA","Lvl","Gtl","Corner","Fa","Wd Sdng","TA"
"490","RM","Reg","Lvl","Inside","MeadowV","Norm","Twnhs","SFoyer","Gable","CemntBd","CmentBd","None","TA","Gd","CBlock","Gd","TA","Av","GLQ","Unf","TA","SBrkr","Gd","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RM","CBlock","Av","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","CemntBd","TA"
"491","RM","Reg","Lvl","Inside","MeadowV","Norm","TwnhsE","2Story","Gable","CemntBd","CmentBd","None","TA","TA","PConc","Gd","TA","Mn","Unf","Unf","TA","SBrkr","TA","Typ","BuiltIn","Fin","Y","WD","Normal","None","Unf",0,"RM","PConc","Mn","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","CemntBd","TA"
"492","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1.5Fin","Gable","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","BLQ","Rec","TA","FuseA","Fa","Typ","Attchd","Unf","Y","WD","Normal","None","Rec",165,"RL","CBlock","No","BLQ","Artery","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"493","RL","IR1","Lvl","Corner","Gilbert","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","Gd","SBrkr","TA","Typ","Attchd","RFn","Y","New","Partial","None","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","VinylSd","Gd"
"494","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Gable","BrkFace","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","BLQ","LwQ","TA","FuseA","TA","Typ","Detchd","Unf","Y","WD","Normal","None","LwQ",532,"RL","CBlock","No","BLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","BrkFace","TA"
"495","RM","Reg","Lvl","Inside","OldTown","Norm","1Fam","1Story","Gable","MetalSd","MetalSd","None","TA","TA","BrkTil","Fa","TA","No","Unf","Unf","Gd","FuseA","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RM","BrkTil","No","Unf","Artery","AllPub","Fa","Lvl","Gtl","Inside","TA","MetalSd","TA"
"496","C (all)","Reg","Lvl","Inside","IDOTRR","Norm","1Fam","1Story","Gable","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","TA","FuseA","TA","Typ","2Types","Unf","N","WD","Abnorml","None","Unf",0,"C (all)","CBlock","No","Rec","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"497","RL","IR1","Lvl","Inside","NoRidge","Norm","1Fam","1Story","Hip","BrkFace","BrkFace","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","BrkFace","Gd"
"498","RL","Reg","Lvl","Inside","BrkSide","Norm","1Fam","1.5Fin","Gable","Wd Sdng","Wd Sdng","None","TA","Gd","PConc","TA","TA","No","Rec","Unf","Ex","SBrkr","TA","Typ","Detchd","Unf","N","WD","Normal","None","Unf",0,"RL","PConc","No","Rec","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"499","RL","Reg","Lvl","Inside","Sawyer","Norm","1Fam","1Story","Hip","HdBoard","HdBoard","BrkFace","TA","TA","PConc","TA","TA","No","ALQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"500","RL","IR1","Lvl","Inside","NAmes","Norm","1Fam","1Story","Gable","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","BLQ","LwQ","Fa","SBrkr","TA","Typ","Attchd","Fin","Y","WD","Normal","None","LwQ",279,"RL","CBlock","No","BLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"501","RM","Reg","Lvl","Inside","BrDale","Norm","Twnhs","2Story","Gable","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","BLQ","Unf","TA","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RM","CBlock","No","BLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"502","FV","Reg","Lvl","Inside","Somerst","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Gd","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"FV","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"503","RL","Reg","Lvl","Corner","Edwards","Norm","1Fam","1Story","Hip","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","ALQ","GLQ","Ex","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","GLQ",96,"RL","CBlock","No","ALQ","Feedr","AllPub","TA","Lvl","Gtl","Corner","TA","MetalSd","TA"
"504","RL","IR1","Lvl","Inside","Crawfor","Norm","1Fam","1Story","Gable","BrkFace","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","TA","SBrkr","TA","Typ","Attchd","Fin","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","BrkFace","TA"
"505","RL","Reg","Lvl","Inside","NPkVill","Norm","TwnhsE","2Story","Gable","Plywood","Brk Cmn","None","TA","TA","CBlock","TA","TA","No","ALQ","Rec","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Rec",495,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Plywood","TA"
"506","RM","Reg","Lvl","Inside","OldTown","Norm","Duplex","2Story","Hip","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","TA","No","Unf","Unf","Gd","SBrkr","TA","Typ","Detchd","Unf","N","COD","Normal","BrkFace","Unf",0,"RM","CBlock","No","Unf","Artery","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"507","RL","IR1","Lvl","Inside","SawyerW","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"508","FV","IR1","Lvl","Inside","Somerst","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","New","Partial","None","Unf",0,"FV","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"509","RM","Reg","Lvl","Inside","OldTown","Norm","1Fam","2Story","Gambrel","MetalSd","MetalSd","None","TA","Ex","BrkTil","TA","TA","No","Rec","Unf","Ex","SBrkr","Gd","Typ","Detchd","Unf","N","WD","Normal","None","Unf",0,"RM","BrkTil","No","Rec","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"510","RL","Reg","Lvl","Corner","NAmes","Norm","1Fam","1Story","Gable","MetalSd","MetalSd","BrkFace","TA","TA","CBlock","TA","TA","No","ALQ","Unf","Ex","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","MetalSd","TA"
"511","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Hip","Wd Sdng","Wd Sdng","BrkCmn","Gd","TA","CBlock","TA","TA","No","BLQ","Rec","Ex","SBrkr","TA","Min1","CarPort","Unf","Y","WD","Normal","BrkCmn","Rec",180,"RL","CBlock","No","BLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","Gd"
"512","RL","IR1","Lvl","Inside","NridgHt","Norm","TwnhsE","1Story","Gable","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","New","Partial","Stone","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"513","RL","Reg","Lvl","Corner","NAmes","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","TA","CBlock","TA","TA","No","BLQ","LwQ","TA","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","LwQ",174,"RL","CBlock","No","BLQ","Feedr","AllPub","TA","Lvl","Gtl","Corner","TA","VinylSd","TA"
"514","RL","Reg","Bnk","Corner","Mitchel","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","Gd","PConc","TA","TA","No","ALQ","Unf","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","PConc","No","ALQ","Norm","AllPub","TA","Bnk","Gtl","Corner","TA","VinylSd","TA"
"515","RL","Reg","Lvl","Inside","Crawfor","Norm","1Fam","1.5Unf","Gable","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","TA","No","Unf","Unf","Fa","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","BrkTil","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"516","RL","Reg","Lvl","Inside","NridgHt","Norm","1Fam","1Story","Hip","CemntBd","CmentBd","BrkFace","Ex","TA","CBlock","Ex","TA","No","GLQ","Unf","Ex","SBrkr","Ex","Typ","Attchd","Fin","Y","New","Partial","BrkFace","Unf",0,"RL","CBlock","No","GLQ","Norm","AllPub","Ex","Lvl","Gtl","Inside","TA","CemntBd","Ex"
"517","RL","IR1","Lvl","Corner","NWAmes","Norm","1Fam","SLvl","Gable","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","Unf","Unf","TA","SBrkr","TA","Typ","Attchd","RFn","Y","COD","Abnorml","BrkFace","Unf",0,"RL","CBlock","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","HdBoard","TA"
"518","RL","IR1","Lvl","Inside","NoRidge","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"519","RL","IR1","Lvl","CulDSac","CollgCr","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","Mn","GLQ","Unf","Ex","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","PConc","Mn","GLQ","Norm","AllPub","Gd","Lvl","Gtl","CulDSac","TA","VinylSd","TA"
"520","RL","Reg","Lvl","Inside","Crawfor","Norm","1Fam","2Story","Gambrel","MetalSd","MetalSd","None","Gd","TA","BrkTil","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","BrkTil","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","MetalSd","Gd"
"521","RL","Reg","Lvl","Inside","OldTown","Norm","2fmCon","2Story","Gable","MetalSd","MetalSd","None","TA","TA","BrkTil","Gd","Fa","No","LwQ","ALQ","TA","FuseA","TA","Typ","Attchd","RFn","N","WD","Normal","None","ALQ",0,"RL","BrkTil","No","LwQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","Fa","MetalSd","TA"
"522","RL","IR1","Lvl","Corner","NAmes","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","Ex","FuseA","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","Rec","Feedr","AllPub","TA","Lvl","Gtl","Corner","TA","VinylSd","TA"
"523","RM","Reg","Lvl","Corner","BrkSide","Norm","1Fam","1.5Fin","Gable","CemntBd","CmentBd","None","TA","Gd","CBlock","TA","TA","No","ALQ","Unf","Ex","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RM","CBlock","No","ALQ","Feedr","AllPub","TA","Lvl","Gtl","Corner","TA","CemntBd","TA"
"524","RL","IR1","Bnk","Inside","Edwards","PosN","1Fam","2Story","Hip","CemntBd","CmentBd","Stone","Ex","TA","PConc","Ex","TA","Gd","GLQ","Unf","Ex","SBrkr","Ex","Typ","BuiltIn","Fin","Y","New","Partial","Stone","Unf",0,"RL","PConc","Gd","GLQ","PosN","AllPub","Ex","Bnk","Gtl","Inside","TA","CemntBd","Ex"
"525","RL","IR1","Lvl","Inside","NoRidge","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
